course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
International and Global Affairs:  Concepts and Applications,IGA  100,Stephen Walt,2026 Spring,Full Term,,,,,,17423,170271,No Consent,,,False,True,False,True,False,False,False,"This course is a wide-ranging introduction to the core principles of international and global affairs. Introductory sessions will cover a variety of concepts and theories of international relations and global governance and the challenges of policy analysis in these domains. Subsequent weeks will apply these ideas to diverse set of policy problems reflecting the current agendas of professionals working in international and global affairs. The course also emphasizes skill development, through an array of written and oral exercises and team activities.","This course is required for MPP students considering a concentration in IGA and they will be granted priority enrollment. Any remaining enrollment space will be open to MPP2, MPA, MC/MPA, and MPA/ID students.",Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
"China and the World: Challenges, Competition and Cooperation",IGA  108,Rana Mitter,2026 Spring,Full Term,,,,,,17438,222814,No Consent,,,False,False,True,False,True,False,False,"How has China’s rise changed the world of the twenty-first century? And what are the forces and factors that shape its global behaviour?  This course takes a range of themes to interpret contemporary China’s actions in the world, and understand how China’s history can explain important aspects of contemporary policy and decision-making.  The course takes key themes and  examines them in both contemporary and historical context.  Among the themes explored are: China’s role in international organizations including the United Nations, influence in shaping regional and global norms and patterns on trade and technology, military expansion, action on climate change, development of identity as a leader of the Global South, and promotion of new forms of ideology.   The course will examine ways that China conforms and embraces some aspects of the current global order, and confronts or revises others, including its relationships with the US, the Global South, and areas of cross-border concern (such as climate change or technological norms).  We will examine the changing nature of China’s global thinking in the twenty-first century, and provide comparisons and contrasts with a range of historical events that have shaped that thinking, such as the conflicts with European empires in the late 19th century, the development of new forms of reformist and revolutionary political thinking in the early 20th century including ideas on class, ethnicity and gender, China’s war against Japan in the 1930s and 1940,  and the revolutionary turmoil of the era Mao Zedong in 1949-76.   The course will illustrate how much, and in what ways, China’s growing prominence has changed the world, and show that analysing China’s history and thought is a key tool for interpreting its actions and intentions in the present day.",,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
Negotiation and Diplomacy,IGA  109,"Nicholas Burns, James Sebenius",2026 Spring,Full Term,,,,,,17486,170279,No Consent,,,False,False,False,False,False,False,False,"What can we learn from studying great global negotiators and diplomats grappling with some of the world's most challenging problems? This course explores how modern diplomacy and negotiation can address seemingly ""intractable"" international conflicts and overcome barriers to agreement in civil wars, interstate conflicts, as well as in trade and environment. Drawing on in-depth cases, the course will develop diagnostic and prescriptive characteristics of effective negotiation and diplomacy as tools of political, military, economic and financial statecraft.The course will pay close attention to the ""how"" of negotiation and diplomacy. How do officials conduct diplomacy at the highest levels? How can leaders most effectively use negotiation, diplomacy and economic and/or military pressure? How can these tools overcome daunting barriers to desired agreements? We will study examples where negotiation and diplomacy succeeded and also where they failed. To advance these objectives, the course will draw on case studies about and videotaped interviews with some of recent history's greatest negotiators. In particular, as part of Harvard’s American Secretaries of State Project, Professors Burns and Sebenius have held hours of videotaped discussions with former Secretaries of State (James Baker, George Shultz, Henry Kissinger, Madeleine Albright, Colin Powell, Condoleezza Rice, Hillary Clinton, John Kerry, Rex Tillerson, and Mike Pompeo) about their most challenging negotiations. Through discussion and debate, we will draw out key lessons from their experiences. We also expect to make a number of small events featuring high-level visitors (optionally) available to class members. This course will help students develop and practice negotiation-related skills critical to success in public service as well as in the private sector: deep knowledge of the core issues of our time, analytical thinking, cogent discussion, and effective writing.Active class participation with cold calling will be the norm. Course readings beyond the case studies will be eclectic and interdisciplinary. Students should attend all classes having done all readings, thought hard about the assignment questions, answered occasional poll questions relevant to that day’s material, and be prepared to engage in constructive discussion and debate. Final grades will be determined by class participation, in-class debates, possible writing assignments and a final oral exam. With the advance permission of an instructor, each student may choose to submit a 4,000-6,000-word term paper on an approved topic in lieu of the final exam. For Business and Kennedy School students, the final course grade will be the responsibility of the professor from that school and will be based on the standards of that school.","Also offered by the Business School as 2218.  Note: The class will be limited to 90 students with the initial expectation of equal numbers of students from each of the Kennedy, and Business Schools. A few students from other schools, including Harvard College, may be admitted.",Harvard Kennedy School,,,HKS Government,Lecture,In Person,HKS Letter Graded,,,,
Applied Practice and Integrative Learning Experience for Quantitative Methods,ID  945C,Marcia Testa,2026 Spring,Spring 2,,,,,,16323,211055,No Consent,,0,False,False,False,False,False,False,False,"This course allows students to extend their MPH practicum project as a continuation of ID 945B at a more advanced and intensive level.  To register, students must: 1) have completed all assignments required in ID 945B as of the end of Spring 1; 2) submit an ID 945C proposal during the last two weeks of Spring 2 outlining the advanced work to be undertaken; and 3) receive approval from the ID 945C primary instructor that (1) and (2) are satisfactory.  Successful completion of Assignment ID 945C Integrated Learning Experience (ILE) - #7 entitled ""Additional Practicum Work Deliverable"" will be required to receive a passing grade.  The ILE #7 work product may include any one of the following (or combination) based upon the practicum project: a) quantitative methods summary report describing the additional data collected or analyses performed; b) professional meeting presentation involving submission and acceptance of an abstract for presentation,  recording of the oral presentation or copy of the poster presentation and documentation of meeting attendance; c) documentation of a submitted manuscript of the practicum project; d) description of additional internship or experiential work in conjunction with a public health or other similar agency or health care affiliate or approved partner; and e) description of biostatistical or epidemiological methods work relating to the practicum project data. or study design  Under special circumstances and with the instructor's approval, students may also choose to work on a different topic than the one previously chosen for ID945AB. Enrollment Requirement Notes:To qualify for enrollment into ID945C you must have completed all your ID945A and ID945B assignments due by the end of Spring 1.   If you enroll for ID945C and you  have not completed all of your ID945A and ID945B assignments, you will need to finish them or drop the course by the end of the Spring 2 Add/Drop period.",,Harvard Chan School,,,Biostatistics,Practicum,In Person,"HSPH Student Option (Ordinal, Pass/Fail)",Course restricted to students in the MPH45 Quantitative Methods (academic year) program,,,
U.S. Foreign Policy in a Global Age,IGA  217,Fredrik Logevall,2026 Spring,Full Term,,,,,,17489,170296,No Consent,,,False,True,False,True,False,False,False,"It's a time of uncertainty in international politics, with the rise of China and the relative decline in global power of the United States. How did we reach this point and what does it mean for our understanding world affairs today? This course explores world affairs from the eve of World War I to the present. Issues to be examined include the era of the two world wars, which saw the apogee of European imperial power across the globe, and rise of the United States to the summit of global power; the Soviet-American confrontation; the Vietnam War; the evolution of international politics since the demise of the Soviet Union and growth in China’s power. In addition, we will endeavor to determine how historical knowledge and historical skills can be used to better understand the policymaking process and lead to more thoughtful discussion and debate about the pressing global challenges of our present moment.",Also offered by the History Department as History 1217.,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
Seminar: International and Global Affairs (spring),IGA  150Y,"Matthew Bunn, Juliette Kayyem",2026 Spring,Full Term,,,,,,17425,170289,No Consent,,,False,False,False,False,True,False,False,"This seminar is designed to support MPP-2 students writing their Policy Analysis Exercise in the areas of international and global affairs.  The course is structured to support students as they identify the topic on which they will focus, clarify the problem they will be addressing, develop a strategy to gather information to address the problem, analyze their findings, develop recommendations, and produce the final product.  Over the fall we will focus the class sessions on gaining an understanding of what a PAE is, clarifying the problem each student will address, and identifying and developing the research methods needed to study the problem.  In the second semester we will focus on producing your final PAE: writing useful first drafts and refining them, effectively using graphics, and persuasively presenting your analysis and recommendations both orally and in writing.  Students work individually or in small groups on a project that they select.  Open only to MPP2 students.","Open to MPP2 students only.  Please note, this is one half of a yearlong course.  Students enrolled in the fall section will automatically be enrolled in the spring section.",Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Spring Exercise,Prerequisite: MPP students only,,,
"Emerging Tech:  Security, Strategy, and Risk",IGA  250,Eric Rosenbach,2026 Spring,Full Term,,,,,,17432,222833,No Consent,,,False,False,True,False,True,False,False,"Over the past decade, new technologies have emerged as pivotal to the future of international security policy. Advances in space, artificial intelligence, autonomous systems, digital currencies, and synthetic biology bring with them complex technical, operational, geopolitical, and legal risks. The need for a new generation of technology-savvy policymakers is clear. In this course, students will gain a basic understanding of these critical emerging technologies and the risks and opportunities associated with them. Students will then develop foreign policy/national security strategies, policy options, and risk mitigation plans. This course is global in scope: international students are encouraged to enroll. The course will focus heavily on professional skills, such as strategy development, memo writing, briefing, and basic financial analysis.",,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
"Cybersecurity: Technology, Policy, and Law",IGA  236,Simson Garfinkel,2026 Spring,Full Term,,,,,,17427,170309,No Consent,,,False,True,False,True,False,False,False,"Cybersecurity is now a primary concern of governments, NGOs, corporations and ordinary citizens. Criminals wielding ransomware have shut down pipelines, airports and hospitals. Governments have hacked cellphones of journalists and protesters. Academics have shown how to wirelessly take over a car and force it off the road. And dozens of organizations are collecting your personal data. Cybersecurity is complex, touching upon personal freedom, public safety, corporate behavior, international relations, and war. This course explores that interplay. Designed for those who have no background in computer science, this course divides cybersecurity into three sections: data, code and computation. For data, this course covers the basics of data protection (through encryption, digital signatures and privacy regulations) and data attacks (including surveillance, doxing, and deep fakes). For code, we explore what software actually is, how programs are specified and certified, and unexpected behavior (including bugs, backdoors and malware). Finally, we’ll explore the world of computation (including the cloud, computing on the edge with Internet of Things, and AI). Cybersecurity is international, and this course will study cases from the US, Europe, China and Latin America. Students will help us achieve global reach by analyzing, discussing and presenting these complex topics in a variety of formats, including posters, presentations and short videos.",,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
Africa in Global Politics,IGA  632,Zoe Marks,2026 Spring,Full Term,,,,,,17683,208941,No Consent,,,False,False,True,False,True,False,False,"Africa is the world’s most youthful continent and by the end of this century its 54 countries will be home to one in three people on Earth. This course examines contemporary African policy trends – challenges and opportunities – through the prism of national, sub-regional and international politics. We first grapple with the African origins of the international system through slavery, colonialism, and the liberation struggles that inaugurated our current political era. We then shift toward contemporary patterns of conflict and change, interrogating democracy and development, conflict and peacebuilding. Finally, we spend significant time on African futures – including climate change, migration and Diaspora dynamics, South-South collaboration, China relations, social movements, and more – to understand how African leaders and policymakers are making an impact on the continent and beyond.",,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
Reweaving Ourselves and the World: New Perspectives on Climate Change,IGA  453,Rebecca Henderson,2026 Spring,Full Term,,,,,,17433,223011,Instructor,,,False,False,True,False,False,False,False,"What does it mean to be alive and to be human right now? To what should we devote our lives? The world is on fire. War, faltering growth, huge investments in artificial intelligence, increasing political polarization, accelerating inequality and a global move towards populist authoritarianism are undermining economies and political systems across the planet. Meanwhile ecosystems are collapsing and global temperatures continue to increase, driving floods, droughts and fires, and threatening to make a significant fraction of the earth’s surface uninhabitable. How did we get here? How can we bear the feelings of grief, rage and powerlessness that opening ourselves up to what is happening often entail? Are we looking at collapse, or could this moment be laying the foundation for opening towards something new? I do not, of course, know the answer to these questions, but this class is for you if you’re looking for a highly interdisciplinary, collective conversation about them, pulling together students from across the university and leading-edge practitioners from a wide variety of fields. My experience has been that you are likely to learn at least as much from the other students in the room as from me.Drawing on a mix of readings, experiential practices and class visits from leading edge practitioners we will explore the idea that a loss of connection – to ourselves, to each other, and to the natural world – is at the root of our current crisis - and that doing the inner work necessary to address this disconnection could not only support us as individuals and communities but might also play a central role in driving broader transformative systemic change. Throughout the class we will explore what all this might mean for you – for the way you experience yourself, for how you frame the meaning and purpose of your life, and for how you decide to engage with the world. My hope is that you will leave the class with a supportive personal practice, a much richer sense for the levers that might drive transformative systemic change and some ideas as to what you might do with your own life. Class StructureIn addition to standard class discussion, most classes will also include some kind of experiential practice and many will include guests: people who are actively trying to integrate operating from a different way of being with concrete action on the ground. Participants will be asked to write a short reflection paper every other week, attend a weekly 90-minute section and participate in a (small) group project which will be presented in the last class.Admission is by application only, and applications are available from Fed Chavez, (Fchavez@hbs.edu).  Applications are being accepted until January 25.If you are interested in learning more, please request a copy of the syllabus from Fed Chavez at fchavez@hbs.edu. This course is open to Graduate Students only. We encourage cross-registrants from Harvard schools to apply.",Also offered by the Divinity School as HDS 3307 and the Business School as HBS 1553.,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
"Energy, the Energy Transition, and Geopolitics",IGA  412,Meghan O'Sullivan,2026 Spring,Full Term,,,,,,17430,170365,No Consent,,,False,False,True,False,True,False,False,"The Geopolitics of Energy examines the intersection between international security, politics, and energy. The course begins with the recognition that energy has long been a major determinant of power in the international system and that every shift in global energy patterns has brought with it changes in international politics. IGA-412 explores how countries shape their grand strategies to meet their energy needs, as well as how such actions have implications for other countries and global politics. It looks at pressing contemporary issues related to peak oil, political reform and energy, pipeline politics, and the aggressive pursuit of oil and gas worldwide. The course also looks at new technologies and innovations - such as those making the extraction of shale gas economical or the growth of solar power - and how they are changing patterns of trades and could shape new alliances. Finally, IGA-412 considers the consequences of a successful shift away from petroleum based economies to anticipate how a new energy order will alter global politics in fundamental ways.",,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
Financing the Clean Energy Transition,IGA  415M,"Daniel Schrag, Ely Sandler",2026 Spring,Spring 1,,,,,,17437,224231,No Consent,,,False,False,False,False,True,False,False,"Meeting the world’s growing demand for energy while avoiding the most catastrophic impacts of climate change will require a complete replacement of the world’s energy system. At the same time, global events — from Russia’s invasion of Ukraine to political instability in the Middle East — have made energy security a central concern for policymakers and investors alike. Artificial intelligence, powered by energy-hungry data centers, complicates this challenge further.Although the timing and technology mix of the energy transition remains uncertain, trillions of dollars in new investment will be needed, not only for wind farms, solar projects, and batteries, but for all infrastructure underlying the digital economy. Governments cannot meet these needs alone; private capital will play the decisive role. This course examines how public policy shapes private investment decisions in the global energy and infrastructure markets. Students will learn to build, understand, and use financial models to see how private investors assess risk and return. These tools will be applied to private sector projects ranging from energy generation and electric vehicles, to AI data centers or resource extraction for precious metals and rare earth mining.We begin with an overview of the world’s energy needs in light of the clean energy transition, diagnosing where money must be spent, what infrastructure is required, and how much it is likely to cost. Case studies will explore barriers to investment from the perspective of developers, governments, companies, financial firms, and multilateral development banks. The focus will then shift to how policies — such as carbon pricing, subsidy design, energy market reform, or development bank financing — affect financial viability and unlock private capital.",,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
"Climate Leadership: Persuasion, Advocacy and Negotiation",IGA  455,Rand Wentworth,2026 Spring,Full Term,,,,,,17431,206972,No Consent,,,False,False,True,False,True,False,False,"The world is on fire. Smoke darkens the sky. Scorching heat. Violent storms. Mass extinction.In this perilous moment in human history, the world desperately needs leaders with the courage, drive and hardball political skills to fight climate change and help restore the natural world. Environmental leaders must also recognize how marginalized communities suffer disproportionately from pollution and climate change. Leadership is difficult in any enterprise, but it is especially difficult for environmental leaders who face opponents with vastly more power and money. In this course, students will learn three core skills to build power and advance environmental goals: Persuasion: Use persuasive speaking to inspire action. Build public support through print and digital media. Interpret scientific findings to a skeptical public. Advocacy: Build coalitions, mobilize activists, and lobby elected officials. Drive change through legislation, regulation and private markets.  Negotiation: Understand target point, reservation point, ZOPA, BATNA, interests vs. positions, creating value, and the role of relationships in negotiating complex, multi-party agreements.Students will develop these skills through negotiation simulations, role plays and case studies - all grounded in academic research, real-world lessons from global environmental leaders, and the instructor’s 30 years of on the ground environmental leadership. The course will explore the perspectives of government officials, NGO activists, business leaders and indigenous people in environmental conflicts. The simulations will include the international climate negotiations, the protection of tropical rainforests in Indonesia, the fight for sacred indigenous lands in South America, and the fight against worst polluter in Uganda. In the United States, the course will examine the battle over a toxic waste incinerator in an African American community, the negotiation of an Energy Bill, and the passage of the Clean Air Act.",,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
Frontline Negotiation Lab: Strategic Planning for Complex Engagements,IGA  353M,Claude Bruderlein,2026 Spring,January,,,,,,17434,170352,No Consent,,,False,True,True,True,True,True,False,"The purpose of the Frontline Negotiation Lab is to build the capacity of graduate students to navigate complex political crises in uncertain times, to develop a strategic vision on how to respond to humanitarian, social and climate emergencies, and to plan a negotiation process in adversarial conditions. Through an experiential learning approach, the course will present a systematic methodology to engage in complex negotiations in a proactive and practical manner. It will offer a set of tools and methods to plan complex negotiation as well as facilitate learning through student’s engagement with seasoned practitioners working in these environments.This one-week intensive on-campus course is designed for those planning to work in high-intensity environments such as pandemics, climate crises, natural disasters, armed conflicts and other critical situations. This is a demanding course for highly motivated and committed students. Student selection takes place through an application process.Please note, IGA-353M meets from 9:00 AM to 4:00 PM over five consecutive days in the J-term (January 5 – 9, 2026.) If you have any questions please contact Claude Bruderlein, Faculty Instructor, at cbruderl@hsph.harvard.edu.Students interested in advancing their expertise in the use of AI for negotiation and policymaking are invited to join the extended non-credit segment of the Frontline Negotiation Lab, taking place in the second week of January Term (January 12-16). This session will explore both the opportunities and challenges of designing and testing customized AI model using OpenAI's ChatGPT, examine additional AI models for strategic planning with machine learning experts, and reflect on the risks and safeguards associated with deploying AI tools in negotiation and diplomacy.",Also offered by the School of Public Health as GHP 543.,Harvard Kennedy School,,,HKS Government,Lecture,In Person,HKS Letter Graded,,,,
Policy and Social Innovations for the Changing Arctic,IGA  671M,Halla Logadottir,2026 Spring,January,,,,,,17428,208144,No Consent,,,False,True,True,True,True,True,False,"Climate change is transforming the Arctic region. The region is warming at least twice as fast as the global average, and as the ice retreats on the top of our planet, it is unleashing challenges with local, regional, and global implications across multiple policy domains, including environment, economic development, security, culture, and human rights. Impacts are disproportionately affecting indigenous communities that have lived in the Arctic for thousands of years. Through the lens of the rapidly changing Arctic region, this module will give students an overarching understanding of these local and global challenges, as well as tools and experience in developing their own policy and social innovations to address complex issues in a sustainable way. It will also provide students with skills to communicate new policy ideas effectively to a global audience. A part of the learning experience takes place in collaboration with students from the Arctic and with experts in the field acting as mentors. The course includes an Arctic Innovation Lab where students pitch their ideas to leaders in the field. Selected students will have the opportunity to publish their work in collaboration with a leading Arctic news outlet. While the course has an Arctic focus, the tools employed and the experience of engaging with senior policymakers will build skills relevant to addressing complex policy challenges globally.",,Harvard Kennedy School,,,HKS Government,Lecture,In Person,HKS Letter Graded,,,,
Middle Eastern Politics and Policy,IGA  655,Tarek Masoud,2026 Spring,Full Term,,,,,,17429,170188,No Consent,,,False,True,False,True,False,False,False,"Explores the major political, economic, social, and security challenges facing - and emanating from - the Middle East. Particular attention paid to the causes of the so-called Arab Spring and the prospects for genuine democratization. Explores the role of colonial legacies, Islam, peculiarities of the physical environment, demographic patterns, cultures of patriarchy, the distortions of foreign aid and oil wealth, and the machinations of great powers in generating the region's particular pattern of political development. Embraces a variety of theoretical and empirical literatures, including translated works by Middle Eastern commentators, politicians, and social theorists. Students will emerge from the course with both an understanding of a changing region whose geopolitical importance - to the United States and the world - shows no sign of waning, and a grounding in some of the principal analytic approaches in the study of comparative political systems.",,Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
Elementary Igbo,IGBO     AB,John Mugane,2026 Spring,Full Term,,,,,,11644,205854,Department,,0,False,False,False,False,False,False,False,"A study of Igbo one of the three most widely spoken languages in Nigeria at the Elementary level (First year part 2). Contact hours supplemented by language digital resources. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly encouraged to take both parts of the course within the same academic year. The curriculum builds throughout the year. This course is offered only in the Spring.","Languages in the tutorial program are offered when there is demonstrated curricular or academic need on the part of the student, and when suitable instruction can be arranged.  Please contact the department to learn more.",Faculty of Arts & Sciences,,,African & African Amer Studies,Seminar,,FAS Letter Graded,,N/A,N/A,None
Deconstructing Immunology Presentations (B),IMM  703B,Gavin Porter,2026 Spring,Full Term,,,,,,21046,211185,No Consent,,,False,False,False,True,False,False,False,This is a continuation of the IMM 703A course. Students will study research from the invited speakers of the Immunology departmental seminar the week before it occurs. Students will have multiple opportunities to improve their oral presentation and paper analysis skills which will form the bulk of the assessment for the course.,,Harvard Medical School,,,Immunology,Lecture,In Person,HMS Ordinal,HMS: Immunology Students ONLY,,,
Microbial Communities and the Human Microbiome,IID  209,Curtis Huttenhower,2026 Spring,Spring 2,,,,,,16328,211163,No Consent,,0,False,True,False,True,False,False,False,"This course introduces students to the human microbiome and other microbial community concepts, including survey topics on relevant components of immunology, microbiology, ecology, health practice, and bioinformatics. It includes examples of the human microbiome's relevance to public health, such as chronic disease (e.g. cancer, inflammatory bowel disease). It also introduces study design considerations, model systems, and technologies for studying the microbiome in public health. Students completing the course will be able to: Identify translational, basic biological, and population health topics relevant to the microbiome. Read and discuss current research literature on microbial community studies. Employ animal, molecular, and computational tools for microbial community research. Propose and execute introductory studies incorporating microbiome components and molecular technologies.",,Harvard Chan School,,,Immunology Infectious Disease,Lecture,In Person,"HSPH Student Option (Ordinal, Pass/Fail)",Students outside of HSPH must request instructor permission to enroll in this course,,,
Methods in Basic and Clinical Immunology (B),IMM  701B,Gavin Porter,2026 Spring,Full Term,,,,,,21045,211100,No Consent,,,False,False,False,False,False,True,False,"This course extends the clinical scope for research methods used in Immunology. Each week we will examine a different clinically-related topic, and students will be prompted to build connections to the content of their previous immunology coursework.",,Harvard Medical School,,,Immunology,Lecture,In Person,HMS Ordinal,HMS: Immunology Students ONLY,,,
"Science, Technology, and Society:  Research Seminar (spring)",IGA  956Y,Sheila Jasanoff,2026 Spring,Full Term,,,,,,17426,170402,Instructor,,,False,False,True,False,False,False,False,"A year-long research methods seminar in Science and Technology Studies that trains doctoral students (and postdocs) in identifying, analyzing, and writing about significant issues at the intersection of science, technology, and public policy. Students are expected to deepen their knowledge of major STS analytic frameworks, present their own research, read and critique other students' writings, and prepare occasional short analytic pieces for online publication.","The seminar is open by permission of the instructor. Those interested in enrolling should email a short statement to the instructor describing their interest prior to the start of classes.  Please note, this is one half of a yearlong course.  Students enrolled in the fall section will automatically be enrolled in the spring section.",Harvard Kennedy School,,,HKS Government,Lecture,To Be Determined,HKS Letter Graded,,,,
Research,IID  350,Matthias Marti,2026 Spring,Full Term,,,,,,16435,190843,Instructor,,0,False,False,False,False,False,False,False,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department. Inquiries about specific research opportunities should be addressed to the chair of the department.,,Harvard Chan School,,,Immunology Infectious Disease,Research,In Person,HSPH Pass/Fail,Course Restricted to students who have passed their Oral Exam,,,
Biology and Control of Vector-Borne Parasites,IID  250,"Daniel Neafsey, Flaminia Catteruccia",2026 Spring,Full Term,,,,,,16927,214485,No Consent,,0,False,True,False,True,False,False,False,"This advanced readings course focuses on a group of vector-borne parasitic protozoa and helminthes that are responsible for the highest burden of disease in developing countries. Central themes in the biology of transmission, parasite-host interactions and opportunities for control will be covered in the framework of the unique biology of eukaryotic parasites including Plasmodium, Leishmania, trypanosomes and schistosomes. Weekly lectures from Harvard faculty and invited speakers will enhance critical readings of the current literature and student-led discussions, and will emphasize experimental approaches and mechanisms of parasitic infection from the perspective of molecular and cellular biology, genomics, and evolution. Final group presentations of short research proposals will be required. The primary course goal is for students to attain deep mechanistic understanding of select topics in vector-borne parasite biology and to be able to critically evaluate and explain to others the rationale and limitations of disease control measures.The target audience for this course is early PhD students interested in parasite and vector biology as well as students in the Infectious Disease Epidemiology (ID-Epi) concentration or medical students.Pre-RequisitesStrong background in molecular biology, cell biology, genetics; ability to critically read primary experimental literature. If you are unsure of your preparation for this class, please contact the course director.The content of this course is complementary to IID201 but does not overlap; IID 250 will focus on biological/molecular aspects of parasitic disease control, whereas IID201 focuses primarily on epidemiological and programmatic aspects of parasitic disease control. IID201 is not a prerequisite for this course.",,Harvard Chan School,,,Immunology Infectious Disease,Seminar,In Person,HSPH Ordinal,,,,
Infectious Disease Outbreaks of the 20th and 21st Centuries:Strategies for Investigation and Control,IID  207,Roger Shapiro,2026 Spring,Spring 2,,,,,,16782,211064,No Consent,,0,False,False,True,False,True,False,False,"Infectious disease outbreaks gave rise to the fields of epidemiology and public health, and remain critical drivers of public health policy and expenditures. Modern infectious disease outbreaks continue to challenge our methods of investigation and control, but new laboratory and investigative techniques, and in some cases new control measures, are also available. This course will provide a case-based approach to the investigation and control of landmark and representative infectious disease outbreaks and epidemics in the modern era. The focus on “epidemic potential” will provide a foundation for the student to understand how each pathogen exploits unique biologic and environmental opportunities, and how these can be addressed in the public health response. Course readings and projects will concentrate on the fundamental epidemiologic skills needed to investigate and control an outbreak, and lectures will explore key questions raised by important epidemics.",,Harvard Chan School,,,Immunology Infectious Disease,Case Study,In Person,"HSPH Student Option (Ordinal, Pass/Fail)",Students outside of HSPH must request instructor permission to enroll in this course,,,
Advances in Immunology,IMMUN  203,Daniel Lingwood,2026 Spring,Full Term,,,,,,11909,215751,Instructor,,,False,False,True,False,False,False,False,"Semester long course, intended for graduate students at Harvard and MIT, jointly taught by Harvard and MIT faculty members at the Ragon Institute of MGH, MIT, and Harvard.",,Faculty of Arts & Sciences,,,Medical Sciences,Lecture,,FAS Letter Graded,,N/A,N/A,Science & Engineering & Applied Science
"Mentored Research, Immunology",IMM  711,"Shiv Pillai, Naima Abdullahi",2026 Spring,Full Term,,,,,,21047,210948,No Consent,,,False,False,False,False,False,False,False,"Students will work closely with a Harvard Medical School faculty advisor in pursuing research in either Basic or Clinical Immunology. The advisor supervises the research project at the lab with which s/he is affiliated, and students are expected to analyze data, write and defend a thesis.",,Harvard Medical School,,,Immunology,Lecture,In Person,HMS Satisfactory/Unsatisfactory,HMS: Immunology Students ONLY,,,
"T-cell Immunology - Tolerance, transplantation, Autoimmunity",IMMUN  305,Laurence Turka,2026 Spring,Full Term,,,,,,10088,146635,No Consent,,,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,,,Medical Sciences,Reading and Research,,FAS Satisfactory/Unsatisfactory,,N/A,N/A,None
Critical Readings for Immunology,IMMUN  204,Duane Wesemann,2026 Spring,Full Term,,,,,,11907,143254,No Consent,,,False,False,False,False,True,False,False,"Original research articles from fields including immunology, biochemistry, genetics, and cell and developmental biology will be critically analyzed in an intensive small group format. Grading will be based on class participation and oral presentations.","Required for first-year immunology students, open to second-year immunology students. No auditors.",Faculty of Arts & Sciences,,,Medical Sciences,Lecture,,FAS Letter Graded,,N/A,N/A,None
Innate and Adaptive Immune Inflammation in Allergic and Asthmatic Models,IMMUN  302,K Austen,2026 Spring,Full Term,,,,,,10106,131252,No Consent,,,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,,,Medical Sciences,Reading and Research,,FAS Satisfactory/Unsatisfactory,,N/A,N/A,None
Immune and Inflammatory Diseases,IMMUN  202,Wendy Garrett,2026 Spring,Full Term,,,,,,10411,148503,Instructor,,,False,False,True,False,True,False,False,"IMMUN 202 builds on IMMUN 201 and explores fundamental principles of immunology in the context of immune and inflammatory diseases. Through a series of lectures and discussion, students will survey a broad range of diseases in which the immune system is essential. Topics will include not only diseases that mobilize classical immunity but also conditions to which we now know the immune systems contributes. Students will use oral (paper discussions) and written exercises (problem sets) to learn how to critically evaluate and synthesize major concepts and tools essential for the study of immunology.",,Faculty of Arts & Sciences,,,Medical Sciences,Lecture,,FAS Letter Graded,,N/A,N/A,None
Immunity to Tuberculosis,IMMUN  303,Samuel Behar,2026 Spring,Full Term,,,,,,11582,143100,No Consent,,,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,,,Medical Sciences,Reading and Research,,FAS Satisfactory/Unsatisfactory,,N/A,N/A,None
Autoimmunity,IMMUN  301QC,Michael Wheeler,2026 Spring,Full Term,,,,,,15182,146257,No Consent,,,False,False,True,False,False,False,False,"This course will focus on basic immunological mechanisms of autoimmune diseases, with an emphasis on recent advances in the field. At each session, we will focus on a particular topic and discuss three important publications.",,Faculty of Arts & Sciences,,,Medical Sciences,Reading and Research,,FAS Satisfactory/Unsatisfactory,,N/A,N/A,None
