course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Introduction to Indigenous Pacific Religion,RELIGION   32,Therese Lautua,2025 Fall,Full Term,2025-09-02,2025-12-03,10:30am,11:45am,Tue Thu,15864,224660,No Consent,0,0,False,False,True,False,True,False,False,"This course offers an introduction to the complex relationship between Christianity and Indigenous spiritualities in the Pacific, the 'Blue Continent' which covers one third of the Earth's surface. Texts in the course will focus on the significance of relationality through the connection between Moana (ocean), Fanua (land), Tagata (people), and Atua (God), and how colonization has impacted understandings of these key aspects of life in the islands and diaspora communities. Students will be invited to consider how solidarity with Indigenous Pacific peoples might affect their own contexts.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,"Religion, The Study of",Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Elementary Yiddish I,HDS 4071,Sara Feldman,2025 Fall,Full Term,2025-09-02,2025-12-03,10:30am,11:45am,Mon Tue Wed Thu,19125,224662,No Consent,0,0,False,True,True,True,True,False,False,"Introduction to Yiddish language, literature, and culture. In the course of the year, students will acquire a thorough grounding in Yiddish grammar and will develop strong foundational reading, writing, speaking, and comprehension skills. The course will introduce students to the 1000-year history of Yiddish culture in Eastern Europe, the United States, and around the world. Students will learn about the past and present of this culture through exposure to Yiddish literature, music, theater, film, radio, oral history, and the Yiddish internet—an introduction to the dynamic world of Yiddish culture and scholarship that exists today.",,Harvard Divinity School,4,Available for Harvard Cross Registration,Divinity School,Lecture,In Person,None,N/A,,,
Electrochemical Engineering for Sustainable Systems,APPHY  380,Zachary Schiffer,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,14578,223118,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Applied Physics,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,Science & Engineering & Applied Science
Sumerian City Laments (Advanced Sumerian),SUMERIAN  130R,Anna Glenn,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,2:45pm,Mon,17009,226207,No Consent,0,0,False,True,False,False,False,False,False,"In this advanced Sumerian reading course, we will read a selection from the Sumerian City Laments. Course objectives include: introducing the genre of city laments; extending reading ability in the Sumerian language and the cuneiform writing system; and developing specific Assyriological skills such as reading cuneiform from photographs, making score transliterations, and working with unpublished material.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Near Eastern Languages & Civ,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Observing the Ocean: Measurements and Instrumentation,E-PSCI  135,Fiamma Straneo,2025 Fall,Full Term,2025-09-02,2025-12-03,9:00am,10:15am,Tue Thu,17046,226212,Instructor,0/5,0,False,False,True,False,True,False,False,"Is the ocean warming? Where and why is sea level rising? Where does the freshwater from Arctic ice melting go? Using real-world examples, this course will provide an overview of why and how we measure the ocean, focusing primarily on its physical properties. It will cover sensors, instruments and platforms, best field practices in data collection and calibration, fieldwork organization implementation, and ocean data analysis. During the course, students will build, test, and calibrate an ocean profiling instrument. Students will participate in a one-day research cruise where they will collect data using both the instruments they built and other traditional oceanographic instruments.","This course includes a weekly 2-hour lab in Allston and two one-day field trips. EPS 135 is also offered as ESE 135. Students may not take both for credit. This course fulfills the EPS sub-discipline requirement of Climate, Atmosphere, and Oceans.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Earth & Planetary Sciences,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
Topics in Native American and Indigenous Studies: Native North America,EMR 1030,Mandy Izadi,2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:45pm,Wed,15573,223120,No Consent,0,0,False,False,False,True,False,False,False,"The first Americans met Europeans on their shores over five hundred years ago. They made the continent theirs millennia prior. And yet, Indigenous Americans are often missing, or misrepresented—in traditional, even contemporary portraits of North America. An introduction to the study of Native North America—and Native American and Indigenous Studies—this course provides a sweeping portrait of the histories and legacies of settler colonialism, war, dispossession, and slavery in the continent; it also reckons with contemporary issues, like reparations and the LandBack movement. Whenever possible, a global perspective will illuminate aspects of settler colonial states in places such as Australia, Finland, and Japan. More than anything, this sort of perspective will bring into view the magnitude of Indigenous power, resilience, and solidarity. Specific subjects of study include: land loss; Native culture and spirituality; inter-cultural and inter-ethnic relations; human-nature interactions; U.S. land management practices, including resource extraction; Indian law and legal violence; sovereignty and self-determination; decolonization and reparations; gender equity and human rights. This course prioritizes the perspectives, scholarship, and literature of Native Americans. True to the cross-disciplinary nature of NAIS, course material draws from academic literature as well as the arts; this includes, for instance, historical scholarship, legal studies, literature, film, and global history. Over the course of the term we will explore the ways in which these disciplines + the arts offer discrete approaches to the study of Native North America.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,"Ethnicity, Migration, Rights",Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Advanced Yiddish I,HDS 4075,Sara Feldman,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,19128,224664,No Consent,0,0,False,False,False,False,False,False,False,"Building on the skills gained in Yiddish BA/BB, the emphasis of this course is on gaining ease in reading, speaking, writing, and listening comprehension. Students will be guided in exploring their individual areas of interest in Yiddish culture, and will be encouraged to begin producing their own research, creative projects, and translations; taking part in the latest developments in online Yiddish publishing and digital humanities scholarship. Continued exposure to a wide variety of textual and cultural materials, including literature, journalism, folklore, music, film, and theater; with a special focus on the diversity of Yiddish in terms of dialects, vocabulary, historical development, and writing conventions. Ample use of audiovisual and digital materials.",,Harvard Divinity School,4,Available for Harvard Cross Registration,Divinity School,Lecture,In Person,None,N/A,,,
The Second World War,HIST 1942,Erez Manela,2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:45pm,Thu,19178,226209,Instructor,0/15,0,False,False,False,False,True,False,False,"The Second World War profoundly shaped 20th century history and its legacies continue to reverberate today. This course will take an expansive approach to the history of the war, both in time and space. We will begin with the legacies of the First World War and how they foreshadowed the next global conflict. We will examine the unfolding and impact of the war not only in Europe but also in Asia and around the globe. Finally, we will look at the war’s legacies in the postwar international order, including the emergence of the Cold War and the unfolding of decolonization.","This course meets either the ""Beyond North America"" or the ""North America"" History Concentration requirement, but not both.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History,Conference Course,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Crime and Justice in a Changing America,FYSEMR   73S,Robert Sampson,2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:00pm,Mon,16367,224711,Instructor,0/12,0,False,True,False,False,False,False,False,"This seminar examines key changes in crime and the criminal justice system over the last half-century, including the dramatic rise in violence starting in the 1960s, mass incarceration starting in the mid-1970s, the unexpected crime decline in the 1990s, the policing crisis heightened by George Floyd’s murder in 2020, and historic rises in gun violence during the pandemic era. We will explore these important changes in light of competing explanations of crime and punishment. Inequalities by neighborhood, race, class, and birth cohort will be emphasized, and strategies to promote safety and reform the criminal justice system will be debated.The seminar will emphasize group discussion and learning experiences in the greater Boston area.  In one session, the Chief of the Harvard University Police will visit the class and engage with students in discussions about crime and community, including safety at Harvard and its relationship to Cambridge and Boston. In another session, students will report on in-person or virtual visits to neighborhoods in the local area that are of significance for issues we are studying. And in another class, we will interact with a local group of ex-prisoners from the Transformational Prison Project seeking to promote safety healing, and criminal justice reform.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,First Year Seminar Program,First Year Seminar,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
"Art, Science and the Practice of Art History",HAA  103,"Francesca Bewer, Katherine Eremin, Georgina Rayner",2025 Fall,Full Term,2025-09-02,2025-12-03,9:00am,11:45am,Tue Thu,17010,226208,Instructor,0/15,0,False,False,True,False,True,False,False,"How was a particular work of art made, and why does it look the way it does? To what extent do the availability of materials and development of material technology influence artistic choice and innovation? How can science help us understand the making and alteration of artworks? The course will explore these and other questions of materiality through a combination of hands-on experimentation with artist's materials and techniques, close looking at objects in the Harvard Art Museums' collections, and conversations with conservators, scientists and curators.  The course aims to help students to better understand artistic choices and processes and to introduce them to scientific tools used in the technical examination and analysis of artworks. It also invites students to consider the implications of alterations that occur in objects over time. The course will be taught by a team of instructors from the Straus Center for Conservation and Technical Studies (SCC), the Division of Academic and Public Programs and curatorial departments, who will model the interdisciplinary collaboration required for such work, which considers questions of materiality and how they affect the way we understand, interpret, preserve and present works of art. The class will meet twice a week in the Harvard Art Museums alternating between the Materials Lab, Art Study Center and SCC.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History of Art & Architecture,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
History of the Soviet Union Through Film and Literature,HIST 1956,"Terry Martin, Justin Weir",2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:00pm,Wed,17072,226216,Instructor,0,0,False,False,False,True,False,False,False,"The course introduces students to Soviet history through several famous works of literature and film. Key periods and events include the Bolshevik Revolution, Civil War, WWII, the post-Stalin Thaw, the Brezhnev years, Glasnost’ and Perestroika, and the dissolution of the Soviet Union. Along with short historical readings, we will examine works of popular culture, as well as book and films that were unable to be published and shown until Glasnost’ and the post-Soviet period. Among the readings will be Babel’s Red Cavalry, Bulgakov’s novel The Master and Margarita, and works by Zamyatin, Solzhenitsyn, Alexievich, and others. Films include, for example, works by Vertov, Eisenstein, Tarkovsky, Kalatozov, and Balabanov.","This course is equivalent to Slavic 190. Credit may be earned for History 1956 or Slavic 190, but not both.  Open to undergraduates. Open to graduate students with permission of instructors.  This course meets the ""Beyond North America"" History Concentration requirement.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History,Conference Course,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
"Pedagogies of Liberation: Race, Gender, and Class(rooms)",AFRAMER  245,"Doris Sommer, Adriana Gutierrez",2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,2:45pm,Tue,19233,226215,Instructor,0/30,0,False,False,True,False,False,False,False,"This course is meant as preparation and accompaniment for new teachers of language and literature. It is designed for anyone dedicated to developing a pedagogical praxis that alternates between theory and implementation. The objective is to achieve a rigorous theoretical framework for the formative work of language instruction that supports literary analysis. The exemplary teachers featured in this course display a remarkable coherence of good practices that remain ""alternative"" to normalized approaches that are less effective intellectually and less supportive socially. For the final project, students will present a potential series of lessons inspired by one or more of the featured theorists. For graduate students of literature in RLL, language arts are the featured vehicle for language instruction. Learning and teaching Romance languages combines technical mastery with creative and critical skills. To develop this interlocking range of skills we count on foundational pedagogies from Romance Language territories and beyond. Our pedagogical pioneers share a mission to democratize societies marked by legacies of slavery, extractionism, and patriarchy.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,African & African Amer Studies,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Global Health and Gender Politics,WOMGEN 1312,Roberto Sirvent,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,2:45pm,Mon,17076,226217,Instructor,0/15,0,False,True,False,False,False,False,False,"Drawing on interdisciplinary and transnational approaches to reproductive health, feminist bioethics, and trans liberation movements, this seminar centers on four key topics of discussion. The first explores reproductive justice in a global context. The second introduces students to key conversations in trans philosophy and how these theories draw from and inform trans health activism – both in its demands for gender-affirming care and its struggle against anti-trans moral panics around the world. The third considers worker exploitation as a crucial issue in global public health, paying special attention to the treatment of women and migrants employed in hospitality and service sectors, unpaid and underpaid care work, and other low wage jobs. The fourth examines the intersection of global health and the world of sports, particularly the ways sport governing bodies rely on colonial logics of ability and disability to reinforce racialized ideals of sexual difference and how modern sport’s “culture of risk” leads to various forms of harm, injury, and abuse. The seminar is especially relevant for students interested in the fields of medical anthropology, public health, Black studies, moral philosophy, philosophy of medicine, and science, technology, and society studies (STS).",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,"Women, Gender & Sexuality",Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Four Indian Epics,SAS  110,Martha Selby,2025 Fall,Full Term,2025-09-02,2025-12-03,1:30pm,2:45pm,Tue Thu,17085,226230,Instructor,0/20,0,False,False,True,False,True,False,False,"This course will provide an introduction to the four epics of classical India, and will also include a detailed exploration of the forms that different epic narratives can take. We will begin with a study of the Ramayana and Mahabharata in their Sanskrit forms, and we will then branch off into retellings of these two epics in versions that have appeared over the centuries in the regional languages of India. The second half of the semester will be dedicated to close readings of the Tamil twin epics, Cilappatikaram and Manimekhalai. No auditors. Must be taken for a letter grade.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,South Asian Studies,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
History of the Soviet Union Through Film and Literature,SLAVIC  190,"Justin Weir, Terry Martin",2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:00pm,Wed,17099,226232,Instructor,0,0,False,False,False,True,False,False,False,"The course introduces students to Soviet history through several famous works of literature and film. Key periods and events include the Bolshevik Revolution, Civil War, WWII, the post-Stalin Thaw, the Brezhnev years, Glasnost’ and Perestroika, and the dissolution of the Soviet Union. Along with short historical readings, we will examine works of popular culture, as well as book and films that were unable to be published and shown until Glasnost’ and the post-Soviet period. Among the readings will be Babel’s Red Cavalry, Bulgakov’s novel The Master and Margarita, and works by Zamyatin, Solzhenitsyn, Alexievich, and others. Films include, for example, works by Vertov, Eisenstein, Tarkovsky, Kalatozov, and Balabanov.","This course is equivalent to HIST 1956. Credit may be earned for Slavic 190 or History 1956, but not both. Open to undergraduates. Open to graduate students with permission of instructors.",Faculty of Arts & Sciences,4,N/A,Slavic Languages & Literatures,Conference Course,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
"Detention, Deportation, and Due Process: A Look at the Inner Workings of the U.S. Immigration System",FYSEMR   66D,Sabrineh Ardalan,2025 Fall,Full Term,2025-09-02,2025-12-03,,,Thu,17530,226238,Instructor,0/12,0,False,False,False,False,True,False,False,"Detention, Deportation, and Due Process: A Look at the Inner-workings of the U.S. Immigration SystemThe public discourse on immigration is widespread and divisive. If you have ever wanted to know more about how our immigration system operates, its faults, and potential ways to fix it, then this seminar is for you. The goal of the seminar is to teach students in an interactive and welcoming environment the basic aspects of U.S. immigration policy, the role of lawyers in immigration advocacy spaces, and how to develop creative advocacy strategies to advance immigrants’ rights. The course will leverage the experience and expertise of faculty members with the Harvard Immigration and Refugee Clinical Program (“HIRCP”) to explore the multitude of ways immigration policies can be challenged and reshaped either in Congress, the courts, or the public discourse.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,First Year Seminar Program,Seminar,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Comparative Human Ecologies,ANTHRO 2413,Shayla Monroe,2025 Fall,Full Term,2025-09-02,2025-12-03,9:00am,11:45am,Mon,17139,226245,No Consent,0,0,False,True,False,False,False,False,False,"This course surveys of wide variety approaches to ecological studies in Africa and places them in dialogue with paleoecology and environmental archaeology. We will interrogate the relationships between the following approaches: Ecology in Africa (as an academic discipline), Indigenous Ecological Knowledge in Africa, Paleoecology and Paleoclimatology, Cultural Ecology and Human Behavioral Ecology, Political Ecology, Historical Ecology, De-colonial Ecology and Feminist Ecology. While the geographic focus of the course leans heavily towards African peoples and places, the theoretical scope should be useful to student interest in human-environmental studies anywhere in the world.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Anthropology,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Verbal and Visual Encounters in Medieval and Early Modern Eastern Europe,SLAVIC  166,Maria Grazia Bartolini,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,1:15pm,Tue Thu,17100,226233,No Consent,0,0,False,False,True,False,True,False,False,"This course explores the intimate relationship between culture, religion, literature, and the visual in the territories of today’s Belarus’, Russia, and Ukraine in the medieval and early modern periods. Topics to be explored include the development of image veneration, the cult of saints, the political use of images, the rise of cartography, and the production of new Western-inspired emblematic prints for devotional use. The class features close analysis of icons and frescoes, printed images, rituals, literary texts, and history. We will explore how East Slavic culture interacts with a great diversity of traditions, including the Byzantine empire, the Hanseatic League, and Renaissance Europe. We will also investigate the transfer of ideas and forms from Western Europe to the East Slavs, and their relations with neighboring Slavic cultures, especially Poland.",Some knowledge of Church Slavonic and/or Old Ukrainian is welcomed but not required. All materials are in English.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Slavic Languages & Literatures,Conference Course,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Mobility in Asia,ANTHRO 1691,,2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:45pm,Mon,17155,226247,No Consent,0,0,False,True,False,False,False,False,False,"How does movement reshape our understanding of contemporary Asia? What happens when we shift our gaze from fixed places to flows of people, ideas, and things? In this introductory-level class in sociocultural anthropology, we explore how mobility creates new social landscapes across the region. Through anthropological methods—especially immersive fieldwork and ethnographic writing—we will examine how historical patterns of migration and present-day movements are shaped by structural dynamics of colonialism, late capitalism, labor markets, trade networks, and supply chains. Through ethnographic encounters that reveal the complexity of mobility: from maritime trade in the Indian Ocean to domestic workers in Singapore, from transnational mothers in Filipino families to Islamic networks in Southeast China, from Persian rug merchants to Japanese-Philippine solidarity trade. Through these examples, we explore how restrictive policies create new regimes of (im)mobility and forms of nationalism, while also examining the lived experiences of individuals and families involved in transnational lives. The seminar guides students through key themes including physical geography, commodity chains, religious networks, and logistics systems. At the end of the class, students will develop conceptual tools to examine the mechanics of mobility, equipping them to address the pivotal questions emerging from our increasingly interconnected world.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Anthropology,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
The Voice,ANTHRO 1831,Nicholas Harkness,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,2:45pm,Tue,17140,226246,No Consent,0,0,False,False,True,False,False,False,False,"What is the voice? Where is the voice? Whose voice is it? This course is an exploration of the way different scholarly disciplines, thought traditions, and cultural systems have oriented to the human voice. We will consider the voice as, among other things, an object, a medium, a concept, a metaphor, and a philosophical problem. The voice will take us to the linguistics of speech, the aesthetics of song and musical composition, the anatomy and evolution of the human throat, the stylistics and narrative of literature and storytelling, technologies of speech recognition and artificial production, the structures of political participation and activism, the rituals of spiritual contact and possession, the expressive dimensions of social identity, the interior dimensions of selfhood, and the circulating media of global social life. Seminar meetings will consist of a combination of lecture, class discussion, student presentations, and media analysis. No special background is required—only a willingness to read widely across scholarly paradigms, listen very carefully, and engage with the full complexity of the topic.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Anthropology,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
The Commercial Revolution in the Islamic Middle Ages,HIST 1904,Lorenzo Bondioli,2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:45pm,Thu,17161,226250,Instructor,0/15,0,False,False,False,False,True,False,False,"This course will investigate the Medieval Islamic Commercial Revolution, centering the key actors who brought about this historic turning point in global history: the merchants of the medieval Islamic World. Unfolding across Afro-Eurasia, the Medieval Islamic Commercial Revolution wove together a world system of unprecedented reach and strength, as new trade networks extended across land and sea to join the Mediterranean and the Indian Ocean, North and Sub Saharan Africa, Central and South Asia, reaching all the way to China. As a result of this momentous development, technologies such as paper-making spread from East Asia all the way to Europe; new crops such as sugar, cotton, and citruses started being cultivated across Afro-Eurasia; new “global” tastes developed, with Chinese porcelain becoming a common product in the Middle East and European elites becoming accustomed to South Asia spices. Yet the social and economic dynamics of this ‘globalization before globalization’ remain poorly understood. In following the lives and business activities of merchants (Muslim and not) of the Islamic world through the primary sources that they themselves produced (their letters, accounts, books), we will ask how this great feat was achieved. We will investigate the rise of new trade routes, the development of novel commercial and financial institutions, the connections and confrontations between merchants, workers, and rulers.","This course meets either the ""Pre-1750"" and ""Beyond North America"" History Concentration requirement, but not both.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History,Conference Course,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Advanced Topics in Embodied Intelligence,COMPSCI 3840,,2025 Fall,Full Term,None,None,,,,17109,226234,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Computer Science,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Ancient Global Economies,GENED 1198,Irene Soto Marin,2025 Fall,Full Term,2025-09-02,2025-12-03,10:30am,11:45am,Tue Thu,17181,226251,Instructor,0/60,0,False,False,True,False,True,False,False,"Is today's global economy truly more advanced and complex than the systems that shaped the world in the ancient past?Requiring no prior knowledge of economics or ancient history, the aim of this course is to introduce students to the nature of global economic systems by looking at the complex and sophisticated nature of different types of economic enterprises in antiquity. In our modern global economies, different markets are internationally intertwined, as technological advances have allowed for swift communication and economic dependence between practically all areas of the world. The shipping industry might be a salient example of this, where one cargo ship got stuck in the Suez Canal in 2021 and blocked the channel for six days, stranding ca. 400 vessels and delaying between $6 and $10 billion in trade per day, attesting to the importance of this trade route for the global economy. Yet, the use of this route for large scale long-distance sea voyages can be traced back at least to the Roman period, where there is evidence of cargo ships traveling from Muziris, India to the Red Sea Coast of Egypt, carrying with them 635 tonnes of cargo meant to travel all the way to Alexandria and Rome, and worth around 7 million Roman sesterces, the equivalent of the salary of seven senators at the time. In this case the ancient and the modern don’t seem so different.By analyzing the global connections of well-known ancient civilizations such as the Assyrian, Egyptian, Macedonian, Roman, and Palmyrene Empires, students will learn to see similarities to our own current global economic enterprises and learn not only of the challenges but also the social injustices and exploitation that take place in these global enterprises. Another particularly poignant example is the week where we study ancient global pandemics, seeing the ways in which they affected the labor force, the lower classes, agricultural production, and even politics, much like during our recent COVID-19 pandemic.Furthermore, students will learn how to dissect historical and analytical narratives that utilize quantitative and qualitative data sets through selected case studies spanning millennia between them. For example, the class covers the economic logistics of the military conquests of Alexander, the constructions of the pyramids of Old Kingdom Egypt, the economic and human price of urban development of the city of Rome, and the capital investment and merchant networks required for the long-distance trade along the Silk Roads and Indian Ocean trade routes.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,General Education,Lecture,N/A,FAS Letter Graded,N/A,"Histories, Societies, Individuals",N/A,None
Cell and Gene Therapies,SCRB  250QC,Fernando Camargo,2025 Fall,Full Term,2025-09-02,2025-12-03,10:00am,11:30am,Thu,17179,226254,No Consent,0,0,False,False,False,False,True,False,False,"Cell and gene therapies are among the newest breakthroughs in health care that can address difficult-to-treat diseases with no other treatment options. This course covers the history, development, and implementation of cell and gene therapies. Class time will consist of guest lectures from Harvard faculty or industry experts, in addition to discussion on primary/secondary research articles, case studies, and/or popular press articles. Students will participate in a capstone group project that proposes a novel cell or gene therapy, based on an unmet clinical need with a clear gene/cell target. Evaluation for the capstone project will be based on oral presentations of the project and an individual written assignment.","Undergraduates, MS/MBA in Biotechnology: Life Sciences, and HILS PhD students welcome.  Recommended Prep: Undergraduates: Life and Physical Sciences A or Life Sciences 1a; Life Sciences 1b; SCRB 10, SCRB 50, or MCB60.",Faculty of Arts & Sciences,2,Available for Harvard Cross Registration,Stem Cell & Regenerative Biol,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
In My Own Words: Self-Translation as Method,COMPLIT  109X,Ursula Friedman,2025 Fall,Full Term,2025-09-02,2025-12-03,9:45am,11:45am,Thu,17200,226261,No Consent,0,0,False,False,False,False,True,False,False,"Self-Translation as Method investigates the process, aesthetics, and politics of literary self-translation and transmediation worldwide. Self-translation refers to the process through which authors translate their own writing into another language; such a translation may be undertaken at the same time as the original is composed or long after it is completed, but it always represents a self-reflexive relationship between the author and their own work. Because the self-translator has access to the original’s authorial intentions, they are empowered to take creative liberties that a conventional translator might shy away from. Through these creative liberties, self-translators enrich the cultural capital of both their native and adopted language and culture. Self-translation, in this way, often involves writing oneself into world literature, creating cosmopolitan palimpsests that reveal, in their dialogue with diverse cultural traditions, the nonlinear forms of modernity. In this course, we will delve into case studies of self-translation from East Asia, East Africa, Latin America, North America, and Italy. We will also investigate the implications of self-transmediation, which occurs when an author adapts their own work into another medium, transporting that work from the page to the stage to the screen, for instance. For the final assignment, students will produce their own work of self-translation or transmediation.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Comparative Literature,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Explorations Beyond Language,CHNSE  133R,"Jennifer Li-Chia Liu, Ming Lei Lin",2025 Fall,Full Term,2025-09-02,2025-12-03,10:30am,11:30am,Mon,17186,226259,No Consent,0,0,False,True,False,False,False,False,False,"This course offers pre-advanced language practice through adapted authentic texts and videos (e.g., culinary arts, films, music). It emphasizes understanding Chinese cultural products, practices, and perspectives via interpretive, interactional and presentational communication from an interdisciplinary perspective. Fall 2025 Topic: Eating and Drinking in Chinese Culture",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,East Asian Langs & Civ,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
"Religion, Theory, and the Archive",HDS 3136,Ahmad Greene-Hayes,2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,4:59pm,Tue,10031,222845,No Consent,0,0,False,False,True,False,False,False,False,"Black and indigenous scholars have long argued that archives are often violent and dismembering, especially as the universities which house them preserve the physical and immaterial remnants of slavery and colonialism. Religious studies scholars, especially historians of religion, have attended to this quandary while sifting through archives of slavery, colonialism, conquest, and sexual violence. At Harvard, this conversation has re-emerged in unique ways through Harvard & the Legacy of Slavery: Reckoning with the Past to Understand the Present, and the question of what lies in university archives has taken center stage. This course examines these archival dilemmas and the violent hauntings of the past with an eye towards the historical study of religion in the Americas. We will read work by such scholars as Saidiya Hartman, Christina Sharpe, Solimar Otero, Toni Morrison, and more. Jointly offered in the Faculty of Arts and Sciences as African and African American Studies 109 and Religion 1092.",,Harvard Divinity School,4,Available for BTI Cross Registration,Divinity School,Seminar,In Person,HDS Letter Graded,N/A,,,
"Palestine: 1,000 Years",HIST   58,"Lorenzo Bondioli, Rosie Bsheer, Cemal Kafadar",2025 Fall,Full Term,2025-09-02,2025-12-03,10:30am,11:45am,Tue Thu,17203,226263,No Consent,0,0,False,False,True,False,True,False,False,"Covering a whole millennium and beyond, this course privileges the long history of Palestine in order to center the continuities and breaks in the region’s past and how these shaped people’s everyday lives. The course takes off in the early medieval period with the Islamic conquests and moves through five centuries of Ottoman rule. The last third begins with Ottoman Palestine before and after Jewish settlement in the late-nineteenth century then proceeds to the emergence of nationalism, British colonial domination, the Nakba, the formation of the state of Israel and its aftermath, and the trajectory of the Palestinian struggle for national liberation.","No prior college level history is required. Students seeking to fulfill their distribution requirement and first year students are welcome.  This course meets the ""Beyond North America"" History Concentration requirement.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
