course_code,course_title,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability
TDM 173BF,Black Feminist Theory in Media and Performance 001,Bell,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5948775dac05824409d6931f00326657b1a962580bc7dd0f5947e49925d8c0fc0741f68963348788b54e488387fdaf8d&ReportType=2&regl=en-US,FAS-224383-2248-1-1-001,FAS-224383-2248-1-1-001(Bell),224383,23,30,4.39,5.0,5.0,0.7611871915593821,4.61,5.0,5.0,0.680092091209163,3.06,3.0,1.0,2.11,4.39,5.0,5.0,0.85,0.5576222222222222,0.8264,0.8608,0.488877463629123,0.0,0.0,0.0,0.0,"Dr. Bell is such a kind, unique professor! As someone who is used to very structured classes, this class is not that, and that was hard to adjust to. It's entirely student–structured, as we create our own syllabus. In the end, the individual project and community gathering were very fulfilling. However, we did not stick to the syllabus we created, and several student suggestions were glazed over or skipped entirely in discussion (e.g., ""The Color Purple"").  I understand prioritizing students' health and checking in, but spending half of a 2 hour 45–minute class checking in and out or talking about the merits of the class made me feel like sometimes we went just to chat instead of discussing the readings we wanted to dive into. I also wish Dr. Bell took some agency in the class at times, such as trying to decide a date for the community gathering or providing feedback on our projects (she never saw them because of the structure of the final presentation). This class is very very different and if you do well with limited instructor input or guidance, go for it. If you're a bit more ""type A"", you will find this harder to adjust to. I don't regret taking the class as it took me out of my comfort zone and it was lovely to have my first and probably only ever class of Black women but I wish we did more of the syllabus we agreed on.",0.9857,"Take this course!! The content is so insightful, and the the class will empower you! Couldn't recommend more!",-0.507,,0.0
TDM 174PO,Performing the Orient 001,Chan,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=15f05ba22cc92d9a3208e5fd034fd21d4843e00652f419e8b5495f1f82031eba0cf2e68d9820ab91012a477bc68f3a6d&ReportType=2&regl=en-US,FAS-224593-2248-1-1-001,FAS-224593-2248-1-1-001(Chan),224593,13,17,4.73,5.0,5.0,0.4461960433384737,4.82,5.0,5.0,0.3861229196653691,5.0,5.0,5.0,2.19,4.55,5.0,5.0,0.69,0.6648428571428572,0.8716,0.9791,0.4191506207285668,0.0,0.0,0.0,0.0,"Chan is truly phenomenal. best tdm class at harvard hands down. the readings and performances we watch every week are so interesting, eye–opening, and fun. LOVE LOVE LOVED this class. learned and grew so much–––also healed my relationship with ballet!",0.9844,"Definitely no ballet background needed––but experience in writing longer research papers and finding obscure material to cite is important. If Phil is teaching this class again, you'll find him really knowledgeable. He tends to leave very encouraging comments and feedback and you really get a sense of your own growth over the course of the class. Generally, it is very thought–provoking for anyone interested in matters of ""the West"" versus ""the East"", as well as chronological history or how historical events like wars directly impact art. If you have room in your schedule, I couldn't recommend it more (colorful, fun, lots of music and dance–video–watching in class!). The workload isn't heavy week–to–week but if you don't start your papers at least a week in advance, you won't have a good time (as good sources are hard to find and WILL take you a day or two at minimum).",-0.1973,,0.0
TDM 181B,Street Dance Activism: Co-choreographic Praxis as Activism 001,Bell,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=50fda0e0ccfebba08c9c56b8f0cead174237f94f6c03f98eef496cffd92f3dbafb594eaa27d8c3edca4813ac42aabb43&ReportType=2&regl=en-US,FAS-217409-2248-1-1-001,FAS-217409-2248-1-1-001(Bell),217409,5,7,4.8,5.0,5.0,0.40201512610368484,5.0,5.0,5.0,0.0,4.2,3.0,3.0,3.27,4.8,5.0,5.0,0.45,0.7482,0.7482,0.885,0.19346441533263936,0.0,0.0,0.0,0.0,"amazing course, project is something YOU want to do and the environment is incredible, dr. bell is so so amazing and supportive",0.885,,0.0,,0.0
TDM 182CD,Dance Composition: Community Engaged Dance Making 001,Mosley,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a4f3dc650896d3298f7f9038f279e00a371155d99f9a7a6dd6348befc0513fb445ffa83278f21a4f65ddd30d3d4d5ef5&ReportType=2&regl=en-US,FAS-224610-2248-1-1-001,FAS-224610-2248-1-1-001(Mosley),224610,6,9,4.2,4.0,4.0,0.7521014330903549,4.5,5.0,5.0,0.8703882797784892,5.0,5.0,3.0,2.12,4.2,4.0,4.0,0.84,0.8861,0.961,0.961,0.14694192730463285,0.0,0.0,0.0,0.0,"This class is very cool in the sense that you got to really have an excuse to deeply engage with the arts communities in and around Harvard. Do not be deceived by this being a dance course, there is little physical dancing and the course grading is heavily focused on your ability to write essays and deliver strong project proposals. I learned a lot about engaging with community through this course and I loved that I got to accumulate my knowledge and present it in a final project of my choice. I built strong friendships with my classmates and loved seeing them each week. At times, this course proved difficult to navigate because the syllabus was slightly unclear as were due dates and assignment expectations at times.",0.9805,,0.0,,0.0
TDM 187B,Collective Protocols as Public Space 001,Bruguera,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4519324e707ec723b16fd003dc3975b6badb93e70ca3946f8562e49ca7ce7d42f9e9faeb5e52ba0e3e8e3623e19e732a&ReportType=2&regl=en-US,FAS-219748-2248-1-1-001,FAS-219748-2248-1-1-001(Bruguera),219748,7,9,4.0,4.0,3.0,0.9320337272260424,4.83,5.0,5.0,0.3775251680686369,4.33,4.0,4.0,1.03,4.0,4.0,3.0,1.0,0.33906,0.6705,-0.4019,0.5133346890674738,0.0,0.0,0.0,0.0,"This class is one of the most special classes at Harvard. If you are interested in activism, social art and the role of art in society, take the course!",0.7171,"Take this if you want a class with freedom and activism, but not if you are worried about backlash from the university, or if you are nervous about scholarship and visa status",-0.4019,,0.0
WOMGEN 97,Tutorial - Sophomore Year 001,Schlossberg,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1852ead03e685dbcbf9d785a95d62264bf15ebaec8be93d01a07b26741dcbfb03da51388893ec08d563db6fdde89c330&ReportType=2&regl=en-US,FAS-120677-2248-1-1-001,FAS-120677-2248-1-1-001(Schlossberg),120677,9,10,4.75,5.0,5.0,0.4351941398892446,5.0,5.0,5.0,0.0,7.57,7.0,8.0,3.6,4.75,5.0,5.0,0.46,0.9716750000000001,0.9775,0.9833,0.018760308277495495,0.0,0.0,0.0,0.0,"I think this was an awesome class, and I especially loved the final archival research project in which we led our own exploration of Schlesinger's archives, ultimately writing a research paper. Writing the paper was SO fun, and although I went in a little afraid of my ability to get it done, the process was so easy because of Linda and Mattlyn's guidance. In many ways, this class pushed me outside of my comfort zone. Sometimes the readings were hard to understand, but I felt that in class discussions did overall help distill different ideas and pick apart heftier texts, making the course quite rewarding. I honestly recommend this course to non–concentrators as well, as the ideas are important to learn and unlike something you could takeaway from a different course.",0.9865,,0.0,,0.0
WOMGEN 1200FH,Feminism in the Age of Empire 1,Mitra,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=36b53cae8fbf28a8997c43c4938fa38a99bc6236d60f72a4fa350c6ba49fc4a1b7ea08b464dc8fa84dfbe8edd1f18dab&ReportType=2&regl=en-US,FAS-224358-2248-1-1-1,FAS-224358-2248-1-1-1(Mitra),224358,13,15,4.67,5.0,5.0,0.843078455548387,4.7,5.0,5.0,0.6435381994422819,5.9,6.0,6.0,1.91,4.73,5.0,5.0,0.65,0.6364666666666666,0.7987,0.717,0.5607863162560228,0.0,0.0,0.0,0.0,"If this course is offered again, you should DEFINITELY take this class! Professor Mitra is an incredible instructor and does an amazing job engaging the class with the readings. She led each discussion with so much enthusiasm and energy that the two hour (sometimes longer) session never ceased to be exciting and thought–provoking. She also had a great teaching attitude and brought humor into the classroom. We had several sessions in the Schlesinger Library, which I thoroughly enjoyed. Being able to touch and study the manuscripts and materials collected by important figures, some of whom we read, was a rewarding, unique experience that I hadn't had before this class. The readings can be long during some weeks so plan enough time to get through those. Our TF Poorna was also amazing and easily available outside of class. She helped me think through each assignment and explore a multitude of perspectives or ideas that I hadn't thought to consider before.  I 100% recommend taking this course – you will leave a different person!",0.9907,"Not a good class. As a senior, this was not what I was hoping for in my last fall here. The professor has one very narrow way of interpreting the readings. It was weird for a class that should be more open discussion and collaboration. I was disappointed by the narrow themes presented. The class environment also felt pretentious.",-0.8195,,0.0
WOMGEN 1208,Gender and Sexuality in Korean Pop Culture 001,Choi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c86f2bc8e3b5a760d4a5db42b40480f5e883fdd0139a6ac41568a8d18d9c75d6a91403185dbc2ecc63a7731fca31ad34&ReportType=2&regl=en-US,FAS-220297-2248-1-1-001,FAS-220297-2248-1-1-001(Choi),220297,16,16,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,3.93,4.0,3.0,1.58,5.0,5.0,5.0,0.0,0.89989,0.94895,0.9465,0.13609134554898533,0.0,0.0,0.0,0.0,"DEFINITELY TAKE THIS COURSE! No matter what your major is or if you are a fan of Korean culture and music, everyone will discover new knowledge in this class. I signed up for this course thinking that only gender issues and Korean media culture would be discussed, and THIS IS NOT SO, AND THIS IS AMAZING! From history to philosophy, from Korean culture to Western values, we touched on important social topics and broadened our horizons. I discovered new philosophers and figures that really broadened my horizon of knowledge. The readings were always very interesting and thought–provoking. I applied a lot of knowledge from this course in my other classes!When it comes to the format of the course, I can't think of a more comfortable place. Everyone could voice their opinion without judgment, and since the number of people was small, it was possible to really give many important issues proper attention during the discussion. Being the only freshman, I learnt how to do college assignments properly and even improved my writing skills! Professor Choi was always very supportive and understanding! And every class she brought us snacks and gave us feedback after class, which I really appreciated.I was really worried about the final project, but Professor Choi helped me choose a topic, and I even ended up enjoying the process of doing it. Definitely the fact that the project can be made very creative helped a lot of people to be more creative with the assignment.In general, everyone should definitely take this course, because it is truly a treasure trove of knowledge!",0.9914,,0.0,,0.0
WOMGEN 1209,"Dangerous Words: Feminist Debates on Speech, Harm, and Representation 001",Wells,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=26b71249bf198386e20a5e746af49592000597a17c4bd0e01cb832810a7d24f7ea0a7bc7c12b6c61ba5427f44677afe4&ReportType=2&regl=en-US,FAS-218527-2248-1-1-001,FAS-218527-2248-1-1-001(Wells),218527,11,12,4.8,5.0,5.0,0.40201512610368484,5.0,5.0,5.0,0.0,5.78,5.0,8.0,3.11,4.67,5.0,5.0,0.5,0.903575,0.9389000000000001,0.9507,0.09937160476380229,0.0,0.0,0.0,0.0,"i loved this class. in my opinion the best class ive taken at harvard. the readings and discussion was so interesting and informative and i really felt like. learned a lot. the readings can be a little challenging and dicussion can be overwhelming because of the rigor, but such a good experince. BEST class ive taken so far. the professor is also super understanding. you will get a lot from this class.",0.9786,,0.0,,0.0
WOMGEN 1217,Psychology of the Gendered Body 001,Noll,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e65ea44c5edffb6b63ac7e303579fe34bff5ce73eabb61ef43183f303538b643df5f1a389fc0d5234282c68dcf4aa037&ReportType=2&regl=en-US,FAS-205489-2248-1-1-001,FAS-205489-2248-1-1-001(Noll),205489,11,12,4.78,5.0,5.0,0.41633319989322654,5.0,5.0,5.0,0.0,4.67,5.0,6.0,1.22,4.78,5.0,5.0,0.67,0.96395,0.9635499999999999,0.9611,0.02585132491769038,0.0,0.0,0.0,0.0,"This is the best class I have taken at Harvard when I balance my enjoyment of it and what I come away having learned. It is not a walk in the park because there are weekly graded response papers to the readings, but the readings are interesting and important. Dr Noll is the best teacher I have ever had. She is genuine, understanding, brilliant, and so incredibly invested in her students. If you have any interest in gender theory or the psychology of the body you should most definitely take this class. I felt like I bonded with my fellow students and developed a real understanding of the material from multiple perspectives. I loved this course, and I feel prepared to use the information in other classes. I can not describe what an excellent learning environment this was. Dr. Noll allows you to learn and participate in your own way, as yourself, and I feel as though she truly knows me as a student and a person now. I believe she will have been the teacher who most impacts my view on what it truly means to teach.",0.9952,,0.0,,0.0
WOMGEN 2000,Live Theory (and Practice): A Graduate Proseminar in WGS Studies 001,Richardson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d5e94b3d9574e9de9db133b5405958bd9a27192b2eaf8343cfe3603b03439e674151e2a1e7b4139ff389473486b6ee5e&ReportType=2&regl=en-US,FAS-122276-2248-1-1-001,FAS-122276-2248-1-1-001(Richardson),122276,6,8,4.67,5.0,5.0,0.47258156262526085,5.0,5.0,5.0,0.0,4.0,4.0,4.0,1.41,4.67,5.0,5.0,0.52,0.4454,0.4454,0.0,0.6298907206809765,0.0,0.0,0.0,0.0,This is a wonderful class where every bit of work you do will be of great use in the long term. Highly recommend,0.8908,,0.0,,0.0
